ID,x,y,Order
20230314134003042,1544.84,4.51,12
20230314134003042,1533.87,9.23,13
20230314134003042,1640.39,174.33,14
20230314134003042,1676.4,204.89,15
20230314134003042,1500.16,237.25,16
20230314134003042,1834.23,187.36,17
20230314134003042,1909.43,127.76,18
20230314134526549,1063.73,834.48,1
20230314134526549,767.98,727.96,2
20230314134526549,941.78,784.43,3
20230314134526549,1210.28,791.54,4
20230314134526549,790.86,606.56,5
20230314134526549,1561.83,192.09,6
20230314134526549,1330.03,251.08,7
20230314134526549,1328.49,291.14,8
20230314134526549,1180.18,316.68,9
20230314134526549,714.61,425.49,10
20230314134526549,338.92,570.51,11
20230314134526549,334.82,192.16,12
20230314134526549,220.9,148.37,13
20230314134526549,294.85,594.89,14
20230314134526549,169.07,939.1,15
20230314134526549,1381.14,405.28,16
20230314134526549,1505.31,259.56,17
20230314134526549,1313.71,251.23,18
20230314134941637,1231.74,820.48,1
20230314134941637,1278.04,839.57,2
20230314134941637,1603.65,583.69,3
20230314134941637,1720.07,532.23,4
20230314134941637,1619.87,91.98,5
20230314134941637,1495.39,139.08,6
20230314134941637,1449.72,200.96,7
20230314134941637,1012.14,38.4,8
20230314134941637,518.78,24.35,9
20230314134941637,340.86,121.95,10
20230314134941637,208.96,103.35,11
20230314134941637,369.02,401.14,12
20230314134941637,315.86,465.96,13
20230314134941637,190.0,917.36,14
20230314134941637,388.25,993.13,15
20230314134941637,204.8,875.1,16
20230314134941637,824.07,887.16,17
20230314134941637,1119.06,840.76,18
20230314135638153,875.39,804.24,1
20230314135638153,1288.83,785.25,2
20230314135638153,1308.75,184.37,3
20230314135638153,1424.31,261.4,4
20230314135638153,1605.32,229.07,5
20230314135638153,1679.28,203.45,6
20230314135638153,823.6,751.67,7
20230314135638153,867.83,801.59,8
20230314135638153,1296.43,819.52,9
20230314135638153,401.97,138.83,10
20230314135638153,604.59,108.66,11
20230314135638153,1248.73,214.42,12
20230314135638153,1029.02,167.7,13
20230314135638153,1426.16,222.6,14
20230314135638153,1640.06,191.63,15
20230314135638153,1351.98,527.66,16
20230314135638153,1621.53,553.35,17
20230314135638153,1680.19,665.9,18
20230314140630962,1179.3,929.06,1
20230314140630962,728.44,760.63,2
20230314140630962,1144.41,863.75,3
20230314140630962,1067.36,828.79,4
20230314140630962,1197.43,916.25,5
20230314140630962,607.09,228.93,6
20230314140630962,457.18,68.84,7
20230314140630962,232.54,209.36,8
20230314140630962,63.29,180.24,9
20230314140630962,259.01,198.16,10
20230314140630962,473.81,138.53,11
20230314140630962,808.21,236.52,12
20230314140630962,1250.0,246.16,13
20230314140630962,1375.93,311.45,14
20230314140630962,944.59,870.1,15
20230314140630962,426.84,894.05,16
20230314140630962,284.07,994.35,17
20230314140630962,43.9,1005.76,18
20230314141740481,1281.64,738.28,1
20230314141740481,1297.52,594.23,2
20230314141740481,1080.46,681.34,3
20230314141740481,351.77,750.66,4
20230314141740481,189.07,742.58,5
20230314141740481,331.54,140.23,6
20230314141740481,874.11,64.96,7
20230314141740481,1393.38,56.33,8
20230314141740481,1258.79,24.31,9
20230314141740481,1436.83,81.73,10
20230314141740481,1197.17,61.32,11
20230314141740481,1492.36,88.79,12
20230314141740481,1667.16,18.05,13
20230314141740481,1713.3,461.77,14
20230314141740481,1601.36,448.63,15
20230314141740481,1706.2,504.17,16
20230314141740481,1491.86,266.88,17
20230314141740481,1182.94,267.24,18
20230314142348699,86.42,104.37,1
20230314142348699,230.53,368.01,2
20230314142348699,172.25,210.16,3
20230314142348699,1540.01,295.08,4
20230314142348699,1492.27,319.27,5
20230314142348699,1248.44,833.25,6
20230314142348699,595.08,759.61,7
20230314142348699,668.06,927.28,8
20230314142348699,693.19,997.56,9
20230314142348699,24.88,560.48,14
20230314142348699,129.43,569.08,15
20230314142348699,290.76,560.63,16
20230314142348699,1483.62,610.07,17
20230314142348699,1592.43,764.76,18
20230314143721694,317.03,294.37,1
20230314143721694,168.45,237.38,2
20230314143721694,451.38,238.16,3
20230314143721694,325.48,257.54,4
20230314143721694,890.85,272.75,5
20230314143721694,1054.25,227.7,6
20230314143721694,1425.45,341.29,7
20230314143721694,1637.05,264.01,8
20230314143721694,1553.82,642.86,9
20230314143721694,1252.05,979.41,10
20230314143721694,801.61,977.41,11
20230314143721694,338.28,1030.67,12
20230314143721694,147.79,989.14,13
20230314143721694,756.94,984.83,14
20230314143721694,761.18,898.64,15
20230314143721694,754.21,520.26,16
20230314143721694,1002.94,606.17,17
20230314143721694,1112.63,849.58,18
20230314144542678,806.76,1051.96,1
20230314144542678,780.42,937.87,2
20230314144542678,818.2,985.79,3
20230314144542678,1340.03,1029.21,4
20230314144542678,1401.92,319.02,5
20230314144542678,1447.68,405.66,6
20230314144542678,1701.46,320.62,7
20230314144542678,777.07,295.39,8
20230314144542678,813.76,400.32,9
20230314144542678,461.1,284.75,10
20230314144542678,255.94,291.99,11
20230314144542678,295.08,347.24,12
20230314144542678,124.88,342.16,13
20230314144542678,77.22,337.24,14
20230314144542678,225.43,664.28,15
20230314144542678,233.4,692.53,16
20230314144542678,36.08,1054.8,17
20230314144542678,389.75,989.26,18
20230314145845794,559.2,118.16,1
20230314145845794,397.69,129.73,2
20230314145845794,271.35,110.61,3
20230314145845794,332.28,585.86,4
20230314145845794,261.23,828.69,5
20230314145845794,463.05,938.94,6
20230314145845794,1498.18,738.48,7
20230314145845794,1502.27,244.72,8
20230314145845794,1774.47,101.97,9
20230314145845794,1204.83,16.92,10
20230314145845794,1117.51,70.16,11
20230314145845794,936.76,203.25,12
20230314145845794,581.31,36.84,13
20230314145845794,426.28,163.49,14
20230314145845794,252.46,134.32,15
20230314145845794,371.71,376.98,16
20230314145845794,512.03,375.24,17
20230314145845794,1390.68,578.32,18
20230314151333980,903.11,833.08,1
20230314151333980,870.77,887.82,2
20230314151333980,396.26,929.05,3
20230314151333980,265.7,866.24,4
20230314151333980,404.32,242.85,5
20230314151333980,435.35,108.44,6
20230314151333980,663.42,46.65,7
20230314151333980,992.67,148.22,8
20230314151333980,941.14,209.58,9
20230314151333980,1396.68,171.29,10
20230314151333980,1503.6,213.02,11
20230314151333980,1712.08,145.12,12
20230314151333980,1772.09,99.69,13
20230314151333980,1337.72,116.81,14
20230314151333980,1165.42,94.24,15
20230314151333980,1437.39,757.35,16
20230314151333980,1399.71,842.31,17
20230314151333980,1234.25,785.56,18
20230314155449404,1309.54,808.48,1
20230314155449404,1307.14,864.3,2
20230314155449404,807.65,45.13,3
20230314155449404,599.25,127.48,4
20230314155449404,377.64,202.64,5
20230314155449404,1604.35,153.93,6
20230314155449404,1490.97,329.01,7
20230314155449404,338.72,733.56,8
20230314155449404,436.53,929.23,9
20230314155449404,408.06,159.22,10
20230314155449404,599.45,110.77,11
20230314155449404,878.52,263.92,12
20230314155449404,1141.69,105.3,13
20230314155449404,1033.41,162.69,14
20230314155449404,1416.76,249.98,15
20230314155449404,1056.11,449.04,16
20230314155449404,792.69,953.75,17
20230314155857201,1271.89,860.18,1
20230314155857201,1620.76,176.25,2
20230314155857201,1475.95,190.95,3
20230314155857201,907.2,205.95,4
20230314155857201,421.26,202.95,5
20230314155857201,381.85,139.22,6
20230314155857201,338.91,399.91,7
20230314155857201,864.63,870.02,8
20230314155857201,1690.69,116.03,9
20230314155857201,1440.57,169.85,10
20230314155857201,944.7,96.53,11
20230314155857201,898.46,180.29,12
20230314155857201,586.55,77.77,13
20230314155857201,369.78,112.48,14
20230314155857201,219.48,76.67,15
20230314155857201,364.6,408.13,16
20230314155857201,252.42,747.4,17
20230314155857201,462.85,903.76,18
20230314160219069,1184.08,1021.81,1
20230314160219069,1109.09,989.97,2
20230314160219069,712.22,403.88,3
20230314160219069,824.79,309.75,4
20230314160219069,437.25,225.24,5
20230314160219069,254.61,256.8,6
20230314160219069,125.28,252.87,7
20230314160219069,516.21,197.24,8
20230314160219069,994.44,265.39,9
20230314160219069,1319.96,328.27,10
20230314160219069,1423.59,342.01,11
20230314160219069,1649.32,283.08,12
20230314160219069,1685.72,237.66,13
20230314160219069,1404.89,804.94,14
20230314160219069,1270.92,1027.0,15
20230314160219069,819.53,1060.72,16
20230314160219069,773.25,939.8,17
20230314160219069,1119.73,957.81,18
20230314162251267,482.61,135.39,1
20230314162251267,1520.49,284.93,2
20230314162251267,1652.97,227.31,3
20230314162251267,1392.7,289.15,4
20230314162251267,1283.02,888.64,5
20230314162251267,1245.9,1007.99,6
20230314162251267,1252.36,764.33,7
20230314162251267,1358.71,791.69,8
20230314162251267,1232.16,696.94,9
20230314162251267,1583.63,640.86,10
20230314162251267,1610.6,544.37,11
20230314162251267,1680.36,646.17,12
20230314162251267,1056.4,952.99,13
20230314162251267,258.09,1076.95,14
20230314162251267,450.82,963.31,15
20230314162251267,82.56,1003.69,18
20230314165308365,576.53,473.37,1
20230314165308365,276.87,469.61,2
20230314165308365,165.14,902.48,3
20230314165308365,1157.61,891.51,4
20230314165308365,1230.21,928.74,5
20230314165308365,758.62,198.61,6
20230314165308365,205.62,183.8,7
20230314165308365,217.86,480.63,8
20230314165308365,321.99,512.87,9
20230314165308365,1381.06,290.16,10
20230314165308365,1559.27,642.81,11
20230314165308365,1645.97,716.94,12
20230314165308365,1117.91,596.94,13
20230314165308365,965.34,538.56,14
20230314165308365,313.21,705.86,15
20230314165308365,730.91,968.91,16
20230314165308365,709.21,866.58,17
20230314165308365,706.08,794.67,18
20230315104830666,1173.77,777.2,1
20230315104830666,1003.33,805.89,2
20230315104830666,204.98,814.23,3
20230315104830666,111.34,756.65,4
20230315104830666,286.53,869.24,5
20230315104830666,140.7,74.89,6
20230315104830666,249.15,65.77,7
20230315104830666,257.55,309.41,8
20230315104830666,840.31,126.11,9
20230315104830666,1321.23,144.77,10
20230315104830666,1166.72,46.52,11
20230315104830666,953.36,14.66,12
20230315104830666,1141.48,412.93,13
20230315104830666,1179.79,666.83,14
20230315104830666,1562.13,502.65,15
20230315104830666,1547.21,565.94,16
20230315104830666,1403.09,110.16,17
20230315104830666,1265.94,115.34,18
20230315105214990,1313.88,1009.71,1
20230315105214990,1232.83,257.24,2
20230315105214990,1604.89,322.88,3
20230315105214990,1770.72,220.69,4
20230315105214990,1300.87,270.78,5
20230315105214990,221.51,264.72,6
20230315105214990,61.68,244.31,7
20230315105214990,92.22,429.55,8
20230315105214990,126.96,647.84,9
20230315105214990,1722.59,656.21,11
20230315105214990,1767.24,720.22,12
20230315105214990,1726.16,786.89,13
20230315105214990,1644.67,758.69,14
20230315105214990,1011.53,898.73,15
20230315105214990,759.79,942.05,16
20230315105214990,502.37,1057.96,17
20230315111657855,1276.77,149.64,1
20230315111657855,807.41,44.8,2
20230315111657855,768.47,184.97,3
20230315111657855,1209.57,854.07,4
20230315111657855,1082.63,928.64,5
20230315111657855,1082.69,751.49,6
20230315111657855,330.54,322.67,7
20230315111657855,296.46,407.81,8
20230315111657855,217.48,65.11,9
20230315111657855,856.96,105.69,10
20230315111657855,1527.74,133.71,11
20230315111657855,1349.7,173.16,12
20230315111657855,1666.32,81.99,13
20230315111657855,1256.39,130.46,14
20230315111657855,1185.55,185.89,15
20230315111657855,1365.66,190.93,16
20230315111657855,1569.84,129.13,17
20230315113811395,1195.54,879.82,1
20230315113811395,905.79,865.74,2
20230315113811395,825.85,891.84,3
20230315113811395,788.79,513.37,4
20230315113811395,626.5,53.91,5
20230315113811395,453.36,80.69,6
20230315113811395,316.74,165.34,7
20230315113811395,569.93,41.67,8
20230315113811395,481.49,27.42,9
20230315113811395,859.57,224.69,10
20230315113811395,1461.78,247.64,11
20230315113811395,1648.48,189.54,12
20230315113811395,1786.84,146.78,13
20230315113811395,1546.56,213.54,14
20230315113811395,1482.69,187.29,15
20230315113811395,1387.9,835.87,16
20230315113811395,1348.29,972.77,17
20230315113811395,1787.58,743.99,18
20230315120112325,740.68,718.79,1
20230315120112325,733.87,875.59,2
20230315120112325,236.76,887.2,3
20230315120112325,86.68,961.14,4
20230315120112325,335.26,1026.36,5
20230315120112325,750.86,949.97,6
20230315120112325,752.12,1002.18,7
20230315120112325,719.07,645.55,8
20230315120112325,682.89,429.82,9
20230315120112325,1096.64,734.94,10
20230315120112325,1082.49,825.75,11
20230315120112325,1268.67,937.23,12
20230315120112325,1282.78,661.35,13
20230315120112325,1027.11,943.61,14
20230315120112325,1111.14,990.69,15
20230315120112325,1584.96,607.58,16
20230315120112325,1568.85,222.16,17
20230315120112325,1341.01,261.58,18
20230315121809041,309.4,1059.02,1
20230315121809041,186.34,1019.14,2
20230315121809041,216.03,385.46,3
20230315121809041,321.99,274.47,4
20230315121809041,144.27,269.75,5
20230315121809041,231.09,131.7,6
20230315121809041,797.4,140.17,7
20230315121809041,560.81,154.67,8
20230315121809041,1071.31,209.82,9
20230315121809041,1443.96,314.54,10
20230315121809041,1595.46,306.12,11
20230315121809041,1367.57,291.21,12
20230315121809041,1456.07,338.32,13
20230315121809041,1719.27,251.61,14
20230315121809041,1277.37,369.51,15
20230315121809041,1660.66,527.3,16
20230315121809041,1728.01,677.9,17
20230315121809041,1605.12,710.94,18
20230315122320502,655.63,1050.23,1
20230315122320502,658.92,977.57,2
20230315122320502,1163.56,1045.9,4
20230315122320502,595.02,457.72,5
20230315122320502,415.08,184.96,6
20230315122320502,649.73,842.48,7
20230315122320502,651.53,1062.18,8
20230315122320502,664.98,941.3,9
20230315122320502,661.07,838.3,10
20230315122320502,653.64,1047.56,15
20230315122320502,671.67,969.87,16
20230315122320502,1167.09,1047.66,18
20230315124045497,949.52,191.02,1
20230315124045497,1196.46,849.05,2
20230315124045497,1320.27,897.25,3
20230315124045497,1293.57,959.79,4
20230315124045497,1563.43,261.11,5
20230315124045497,1708.9,152.0,6
20230315124045497,1712.0,179.2,7
20230315124045497,1384.32,204.01,8
20230315124045497,1713.12,116.93,9
20230315124045497,1408.9,199.89,10
20230315124045497,1438.37,256.62,11
20230315124045497,666.46,107.69,12
20230315124045497,970.26,688.26,13
20230315124045497,777.68,950.56,14
20230315124045497,1291.83,940.56,15
20230315124045497,1671.63,550.7,16
20230315124045497,1725.45,176.0,17
20230315124045497,1495.45,233.91,18
20230315131709196,792.85,1002.57,1
20230315131709196,1169.31,1014.98,2
20230315131709196,1306.31,954.83,3
20230315131709196,939.18,102.98,4
20230315131709196,850.43,223.96,5
20230315131709196,462.81,118.77,6
20230315131709196,380.64,765.56,7
20230315131709196,140.09,1071.21,8
20230315131709196,34.62,1067.55,9
20230315131709196,714.05,1035.62,10
20230315131709196,765.92,1007.73,11
20230315131709196,1128.1,1052.13,12
20230315131709196,1028.81,1033.1,13
20230315131709196,1098.46,1054.8,14
20230315131709196,1096.14,915.91,15
20230315131709196,1546.42,786.94,16
20230315131709196,1728.66,775.6,17
20230315131709196,1777.13,715.01,18
20230315133424397,1470.85,138.07,1
20230315133424397,1221.38,135.52,2
20230315133424397,1177.02,887.71,3
20230315133424397,1127.95,919.99,4
20230315133424397,962.79,979.22,5
20230315133424397,1603.59,620.63,6
20230315133424397,1579.79,680.22,7
20230315133424397,1475.31,633.14,8
20230315133424397,611.92,619.5,9
20230315133424397,398.12,605.55,10
20230315133424397,174.36,436.07,11
20230315133424397,247.1,68.22,12
20230315133424397,73.97,93.88,13
20230315133424397,14.0,101.23,14
20230315133424397,725.32,480.87,16
20230315133424397,583.24,754.34,17
20230315133424397,622.57,890.46,18
20230315135518567,865.56,978.65,1
20230315135518567,1302.12,938.25,2
20230315135518567,1598.5,250.39,3
20230315135518567,1423.8,353.02,4
20230315135518567,1350.76,251.49,5
20230315135518567,1676.15,244.28,6
20230315135518567,786.74,195.83,7
20230315135518567,552.24,199.39,8
20230315135518567,343.06,274.33,9
20230315135518567,348.42,168.52,10
20230315135518567,207.58,190.77,11
20230315135518567,156.91,255.8,12
20230315135518567,305.82,154.0,13
20230315135518567,332.59,281.72,14
20230315135518567,283.57,559.71,15
20230315135518567,397.96,570.13,16
20230315135518567,400.71,516.94,17
20230315135518567,295.13,669.25,18
20230315140735370,961.05,1038.95,6
20230315140735370,1430.54,402.65,9
20230315140735370,1465.28,805.4,10
20230315140735370,1565.1,852.33,11
20230315140735370,1490.93,593.25,12
20230315140735370,1395.38,313.44,13
20230315140735370,1262.89,429.45,14
20230315140735370,918.73,331.6,15
20230315140735370,1268.83,471.93,16
20230315140735370,1496.65,431.4,17
20230315140735370,1545.45,344.16,18
20230315142615239,807.02,355.23,1
20230315142615239,287.85,276.61,2
20230315142615239,245.92,663.77,3
20230315142615239,854.04,518.17,6
20230315142615239,763.5,122.46,7
20230315142615239,513.69,97.48,8
20230315142615239,500.85,225.87,9
20230315142615239,294.63,307.12,10
20230315142615239,140.85,270.03,11
20230315142615239,124.57,1046.96,12
20230315142615239,170.91,295.21,13
20230315142615239,107.23,238.42,14
20230315142615239,180.41,201.36,15
20230315142615239,430.65,330.88,16
20230315142615239,237.78,293.94,17
20230315144349427,1235.63,951.41,1
20230315144349427,1162.56,1043.96,2
20230315144349427,1402.44,409.04,3
20230315144349427,1227.7,316.26,4
20230315144349427,383.08,199.86,5
20230315144349427,176.2,278.75,6
20230315144349427,212.31,624.7,7
20230315144349427,8.69,1049.02,8
20230315144349427,649.75,879.17,9
20230315144349427,673.34,965.38,10
20230315144349427,669.16,814.17,11
20230315144349427,1438.95,348.81,12
20230315144349427,1562.23,251.54,13
20230315144349427,1425.93,259.03,14
20230315144349427,1290.94,336.58,15
20230315144349427,1261.16,268.72,16
20230315144349427,729.11,257.91,17
20230315144349427,700.82,344.88,18
20230315144710394,932.67,888.51,1
20230315144710394,1153.04,960.2,2
20230315144710394,1473.08,704.48,3
20230315144710394,1525.3,615.85,4
20230315144710394,1347.17,233.58,5
20230315144710394,1274.43,276.93,6
20230315144710394,796.37,142.77,7
20230315144710394,720.09,263.95,8
20230315144710394,184.51,174.86,9
20230315144710394,202.88,507.11,11
20230315144710394,74.7,532.94,12
20230315144710394,23.06,1034.69,13
20230315144710394,649.41,892.67,16
20230315144710394,964.88,904.48,17
20230315144710394,878.63,558.27,18
20230315151516479,818.9,934.79,1
20230315151516479,1237.26,959.14,2
20230315151516479,1312.98,976.4,3
20230315151516479,1055.74,256.83,4
20230315151516479,867.07,295.65,5
20230315151516479,352.97,141.27,6
20230315151516479,306.97,240.33,7
20230315151516479,122.64,221.71,8
20230315151516479,157.36,311.39,9
20230315151516479,81.76,967.41,10
20230315151516479,92.44,1045.69,11
20230315151516479,938.58,853.81,13
20230315151516479,1163.61,866.93,14
20230315151516479,1097.09,570.61,15
20230315151516479,1676.01,614.43,16
20230315151516479,1655.51,697.86,17
20230315151516479,1752.93,747.29,18
20230315152802595,392.63,25.44,1
20230315152802595,305.47,159.47,2
20230315152802595,312.3,350.55,3
20230315152802595,710.82,798.79,4
20230315152802595,827.45,931.1,5
20230315152802595,293.19,1018.32,6
20230315152802595,138.73,963.35,7
20230315152802595,1313.02,797.76,8
20230315152802595,1354.48,871.0,9
20230315152802595,1471.97,210.47,10
20230315152802595,1381.06,262.98,11
20230315152802595,1501.12,237.87,12
20230315152802595,798.41,580.17,13
20230315152802595,833.4,875.94,14
20230315152802595,1171.0,831.0,15
20230315152802595,1774.33,540.53,16
20230315152802595,1783.44,675.04,17
20230315152802595,1667.39,206.04,18
20230315153139896,1135.63,855.22,1
20230315153139896,1295.48,1021.51,2
20230315153139896,1719.95,725.38,3
20230315153139896,189.82,1074.9,5
20230315153139896,611.31,172.79,8
20230315153139896,245.03,156.62,9
20230315153139896,61.77,157.47,10
20230315153139896,1029.53,171.59,11
20230315153139896,1607.91,216.77,12
20230315153139896,1786.12,146.83,13
20230315153139896,1416.57,278.37,14
20230315153139896,585.41,194.36,15
20230315153139896,851.32,275.01,16
20230315153139896,1065.6,980.64,18
20230315153459094,828.27,753.25,1
20230315153459094,1256.7,875.28,2
20230315153459094,1317.67,749.97,3
20230315153459094,1512.74,226.6,4
20230315153459094,1392.14,211.64,5
20230315153459094,854.54,207.78,6
20230315153459094,554.55,121.17,7
20230315153459094,359.66,177.07,8
20230315153459094,349.56,437.64,9
20230315153459094,301.39,488.12,10
20230315153459094,211.43,904.18,11
20230315153459094,1508.44,752.88,12
20230315153459094,1691.37,623.03,13
20230315153459094,1595.87,640.07,14
20230315153459094,1118.83,612.2,15
20230315153459094,1277.33,894.59,16
20230315153459094,1291.87,780.71,17
20230315153459094,1296.4,620.82,18
20230315155213011,808.97,697.45,1
20230315155213011,421.41,732.49,2
20230315155213011,403.27,212.44,3
20230315155213011,407.15,24.57,4
20230315155213011,867.64,53.66,5
20230315155213011,1374.3,66.46,6
20230315155213011,1162.45,630.78,7
20230315155213011,1330.68,714.0,8
20230315155213011,1190.02,166.71,9
20230315155213011,1442.71,112.22,10
20230315155213011,1623.05,88.95,11
20230315155213011,1684.19,39.63,12
20230315155213011,1682.25,25.1,13
20230315155213011,875.73,2.32,14
20230315155213011,767.28,585.04,15
20230315155213011,833.34,718.45,16
20230315155213011,833.4,366.78,17
20230315155213011,782.04,378.08,18
20230315155543521,1198.7,335.6,1
20230315155543521,1314.47,437.18,2
20230315155543521,1612.92,315.62,3
20230315155543521,1508.59,402.68,4
20230315155543521,1237.73,980.4,5
20230315155543521,580.65,1070.06,8
20230315155543521,565.59,988.09,9
20230315155543521,555.33,696.96,14
20230315155543521,94.59,648.79,15
